ph,hardness,solid,chloramine,sulfate,conductivity,carbon,trihalo,turbidity,potability
,250.71,"27,355.93",6.48,377.36,559.82,13.65,77.92,2.97,1.00
10.03,94.09,"25,510.10",6.61,385.40,388.47,11.89,69.27,3.74,1.00
5.58,261.23,"35,278.68",6.59,,278.64,13.57,83.27,3.87,1.00
7.95,221.37,"18,621.42",6.88,,309.25,19.06,72.69,5.26,1.00
5.50,254.67,"21,082.85",8.37,347.82,469.80,13.50,60.05,4.18,1.00
7.54,161.62,"19,116.01",8.49,289.96,440.28,13.34,80.24,3.63,1.00
6.85,159.19,"12,837.51",5.16,373.99,558.82,12.25,69.77,4.40,1.00
,181.21,"30,280.79",10.38,256.63,488.00,11.35,68.84,3.78,1.00
5.91,282.74,"15,244.85",6.64,363.38,695.37,13.14,89.80,3.66,1.00
8.72,153.98,"11,734.45",7.12,,447.03,12.74,39.93,3.21,1.00
6.02,221.15,"16,656.06",5.20,,383.21,22.52,81.63,4.42,1.00
9.57,173.11,"38,787.46",5.15,444.97,492.41,12.90,48.48,4.20,1.00
4.30,278.15,"19,672.49",4.96,414.64,330.07,11.29,70.67,4.16,1.00
3.55,323.12,"38,969.39",8.93,,514.76,10.16,71.10,3.97,1.00
8.53,157.70,"18,203.73",8.93,309.54,498.65,12.29,52.03,3.78,1.00
8.07,174.12,"21,366.28",7.49,315.18,497.02,11.42,46.21,3.76,1.00
9.16,186.67,"15,797.03",8.15,333.81,425.75,12.18,112.62,4.53,1.00
8.85,188.92,"32,033.33",13.13,182.40,479.79,12.07,77.67,4.01,1.00
9.50,185.88,"18,088.35",7.53,388.77,409.45,12.40,63.36,4.17,1.00
8.05,198.99,"9,025.08",7.22,338.40,328.43,9.14,42.75,3.63,1.00
2.80,311.38,"26,931.24",7.12,,521.14,14.24,42.08,3.66,1.00
6.43,188.98,"11,965.40",7.57,365.45,502.99,13.87,96.82,3.73,1.00
7.76,213.05,"25,259.78",7.64,363.68,543.53,15.25,107.19,4.17,1.00
7.75,239.79,"29,331.24",10.71,217.00,441.53,16.39,,2.51,1.00
5.12,225.66,"30,914.11",6.21,371.65,356.86,8.07,77.39,3.94,1.00
7.48,218.26,"12,088.42",4.87,407.30,518.38,17.12,56.71,4.26,1.00
5.37,201.33,"19,410.23",3.24,384.56,350.18,13.45,,3.64,1.00
7.06,140.61,"17,941.81",6.28,376.05,402.59,12.44,29.47,3.40,1.00
6.88,190.84,"21,979.03",5.63,363.83,349.19,9.55,68.41,4.55,1.00
4.81,250.18,"11,465.58",4.36,398.16,607.03,18.21,62.51,3.02,1.00
4.99,242.62,"13,900.78",6.47,,429.83,17.27,61.25,3.15,1.00
4.79,234.89,"28,174.62",10.85,187.42,444.85,11.78,89.01,2.90,1.00
4.04,291.46,"52,318.92",7.78,,401.20,16.54,87.81,3.05,1.00
6.51,240.29,"29,534.69",6.78,341.73,265.25,13.57,93.17,4.50,1.00
6.78,153.89,"24,415.07",7.32,,459.88,14.78,93.91,2.73,1.00
6.95,211.70,"33,737.29",6.30,,395.41,14.18,39.80,4.11,1.00
5.63,226.83,"28,334.49",8.01,293.92,351.16,15.02,35.18,5.05,1.00
5.97,194.80,"17,350.06",4.47,404.61,406.81,11.54,48.17,4.18,1.00
6.32,180.97,"36,278.72",9.96,275.59,307.69,18.20,93.59,2.65,1.00
8.03,193.35,"7,714.75",6.09,,440.94,22.50,62.01,3.48,1.00
8.88,135.52,"4,857.25",5.21,,532.34,20.30,20.34,3.83,1.00
5.99,224.61,"29,983.12",7.38,329.73,604.63,17.74,65.12,4.84,1.00
10.27,163.62,"18,894.85",10.07,269.65,446.45,11.86,82.45,3.18,1.00
,131.55,"21,626.50",7.21,,390.96,14.84,26.51,4.73,1.00
6.11,249.14,"45,249.45",7.37,338.77,314.97,11.25,88.66,3.10,1.00
9.44,73.49,"20,438.22",8.02,315.81,458.68,12.54,50.85,3.49,1.00
6.89,223.60,"29,189.14",10.51,253.83,386.62,11.31,67.92,4.56,1.00
6.51,169.22,"25,151.41",4.61,375.61,296.07,15.09,74.08,4.40,1.00
5.77,213.36,"26,124.93",8.63,273.28,465.56,8.01,59.96,6.49,1.00
4.91,308.25,"44,063.10",7.93,280.93,327.48,14.86,,4.90,1.00
9.74,166.95,"13,623.16",7.24,385.06,369.59,12.32,68.51,2.57,1.00
5.54,185.67,"20,143.07",10.24,209.47,517.94,18.46,49.37,3.67,1.00
,193.50,"42,268.33",9.01,258.39,384.68,9.09,75.44,3.60,1.00
,143.30,"16,263.17",6.23,,503.66,19.59,,3.45,1.00
6.45,240.24,"13,979.17",9.08,314.59,473.75,17.42,84.02,3.62,1.00
5.48,211.40,"27,361.66",5.81,340.62,358.04,16.63,,3.77,1.00
8.54,181.41,"31,429.38",7.56,350.40,393.89,10.25,82.72,2.32,1.00
7.38,175.98,"9,460.32",5.94,,402.02,15.64,37.39,3.22,1.00
6.66,199.59,"15,902.95",5.26,346.58,347.35,15.99,61.16,2.23,1.00
6.78,218.41,"17,968.88",8.25,,358.72,10.52,57.24,4.33,1.00
8.74,194.68,"24,283.66",8.86,329.00,333.62,16.52,67.25,3.80,1.00
7.15,196.56,"16,911.20",6.89,320.10,520.11,12.85,66.81,4.03,1.00
,242.91,"9,654.73",6.25,359.67,588.57,15.20,62.82,5.65,1.00
5.04,232.23,"25,653.69",5.93,328.33,529.05,13.54,38.35,3.60,1.00
,281.58,"21,707.49",5.04,348.24,347.96,15.37,85.92,4.00,1.00
7.75,168.36,"14,336.63",5.26,,421.49,7.50,67.62,4.04,1.00
6.26,208.38,"37,356.75",8.57,256.47,380.24,5.57,68.44,4.21,1.00
8.60,189.52,"14,518.97",5.12,422.99,348.04,17.36,,3.52,1.00
5.77,272.47,"15,417.93",7.73,315.40,424.46,15.28,60.82,3.90,1.00
7.09,206.36,"13,839.71",8.09,321.30,369.97,14.90,66.67,5.66,1.00
8.03,158.04,"19,663.47",8.43,283.27,431.30,20.70,59.97,4.39,1.00
,286.20,"46,931.88",7.44,262.53,557.42,14.47,74.04,4.12,1.00
4.73,249.67,"20,834.29",5.04,379.00,411.11,17.77,78.82,3.16,1.00
8.20,214.52,"10,389.54",6.30,327.19,403.19,15.07,72.76,3.22,1.00
6.44,196.62,"25,740.41",2.48,435.67,352.35,16.92,33.05,4.50,1.00
7.04,179.65,"28,827.36",4.95,389.89,593.40,12.08,58.36,4.37,1.00
,185.76,"27,345.17",8.93,,313.88,13.42,56.97,4.41,0.00
,185.85,"14,971.95",6.67,346.49,418.45,18.68,67.71,5.11,0.00
6.95,220.96,"36,438.31",5.55,337.96,368.00,20.16,53.01,4.82,0.00
5.74,188.22,"26,831.61",6.20,318.38,498.14,9.66,53.51,3.32,0.00
5.60,177.21,"17,925.35",8.44,303.73,552.31,10.34,57.82,5.24,0.00
7.35,193.63,"26,736.09",10.42,309.42,557.50,16.52,61.08,3.66,0.00
6.26,206.89,"31,414.53",4.53,349.73,567.03,15.96,73.02,4.01,0.00
9.93,208.49,"19,666.99",8.01,340.24,482.84,11.36,85.83,4.05,0.00
5.38,175.57,"15,372.00",7.46,312.35,308.73,12.18,,4.36,0.00
4.96,166.26,"22,229.23",9.92,295.13,449.15,12.00,63.43,3.90,0.00
6.46,192.26,"18,340.05",8.83,335.97,517.43,23.37,51.80,2.64,0.00
6.54,214.64,"21,230.43",6.49,336.97,532.57,18.26,90.91,4.53,0.00
6.25,225.78,"23,920.25",7.02,303.79,484.59,13.43,67.40,2.72,0.00
7.97,180.53,"19,384.04",9.87,325.50,386.06,11.27,67.27,4.07,0.00
,212.73,"37,030.71",5.04,351.06,535.30,15.90,33.37,4.83,0.00
7.61,223.29,"40,879.79",7.03,310.63,370.27,14.38,73.76,3.15,0.00
6.89,173.33,"19,947.92",7.49,334.10,441.00,10.78,89.01,5.45,0.00
9.88,208.91,"14,673.67",6.24,366.82,442.34,19.63,66.82,4.22,0.00
7.64,178.27,"18,308.50",6.55,362.33,394.18,11.29,81.99,4.50,0.00
6.96,223.60,"31,101.68",3.69,343.83,530.22,13.68,70.43,3.45,0.00
8.06,208.04,"15,489.33",5.62,361.97,423.42,15.37,75.45,3.60,0.00
7.24,213.42,"23,432.96",5.93,328.36,325.39,14.03,60.57,3.83,0.00
7.49,199.68,"25,396.01",4.96,342.45,444.68,16.12,43.14,5.05,0.00
8.41,234.88,"27,554.35",5.68,362.49,519.03,14.48,55.63,2.98,0.00
6.14,175.27,"29,072.17",12.06,287.70,469.98,13.14,83.28,3.48,0.00
6.10,174.87,"16,314.23",8.06,,435.78,10.66,62.08,5.14,0.00
6.38,243.69,"39,960.30",6.70,297.19,437.73,15.97,54.93,4.14,0.00
9.46,225.40,"12,224.62",2.98,387.10,485.70,13.20,62.30,2.85,0.00
7.87,199.04,"20,434.11",6.21,337.92,549.41,16.50,,4.32,0.00
5.87,153.67,"21,910.76",9.75,319.36,352.46,14.15,65.23,5.12,0.00
,186.87,"26,004.53",8.49,320.69,534.13,19.89,54.37,5.14,0.00
6.53,210.00,"28,970.09",4.25,,422.82,7.09,83.69,3.36,0.00
5.15,207.30,"27,000.11",6.69,,350.00,12.49,49.85,4.69,0.00
7.86,210.95,"26,703.85",6.51,341.34,374.07,8.81,72.80,3.42,0.00
7.70,234.64,"22,057.38",8.12,,397.40,14.90,50.92,3.03,0.00
6.73,201.13,"22,888.79",7.66,319.46,325.54,16.79,58.96,4.41,0.00
10.46,190.99,"6,700.78",6.88,,498.93,14.56,66.70,4.96,0.00
9.11,205.94,"20,868.63",6.96,330.93,422.04,16.13,77.80,4.57,0.00
8.08,174.16,"12,677.84",7.30,333.58,589.55,14.85,39.53,3.61,0.00
7.08,232.58,"26,177.79",3.91,334.16,380.46,9.63,41.95,3.70,0.00
,139.33,"2,912.21",10.34,343.32,532.89,11.08,42.17,4.09,0.00
8.04,169.69,"8,896.20",7.84,328.94,430.84,12.26,76.33,3.16,0.00
7.04,192.96,"20,988.43",6.42,320.95,381.36,15.40,88.30,3.99,0.00
5.48,166.16,"21,144.98",7.61,322.73,306.36,14.17,64.14,4.06,0.00
8.53,248.58,"22,372.30",2.99,366.15,341.76,14.69,78.71,2.54,0.00
7.27,176.85,"14,859.06",8.26,327.17,445.04,19.92,87.07,3.36,0.00
6.26,181.07,"16,905.80",11.59,,481.31,10.64,74.56,4.18,0.00
7.24,202.00,"14,462.67",6.74,314.04,534.80,14.21,82.95,3.78,0.00
8.69,144.24,"2,552.96",9.20,347.98,517.43,13.96,42.39,2.28,0.00
8.64,168.61,"7,013.21",8.45,355.21,419.79,17.93,33.64,4.19,0.00
7.18,180.85,"10,859.55",8.26,341.30,358.06,12.07,83.33,3.88,0.00
7.16,203.78,"34,226.07",9.41,320.26,415.58,16.22,90.18,3.35,0.00
8.93,189.99,"15,249.62",7.08,341.53,361.90,21.28,,2.75,0.00
6.35,206.27,"18,409.04",3.72,348.21,389.68,13.21,60.29,2.86,0.00
6.68,238.51,"26,132.21",6.30,309.24,326.03,8.14,46.09,2.96,0.00
5.45,201.38,"28,001.12",7.21,331.59,365.09,11.79,65.94,3.95,0.00
7.54,185.83,"21,575.25",7.44,333.08,444.12,15.83,49.07,4.53,0.00
,199.92,"15,335.51",8.09,303.33,399.61,11.82,58.22,4.48,0.00
4.37,188.65,"29,542.34",8.12,301.02,456.31,16.35,46.70,4.65,0.00
10.32,217.27,"10,676.51",3.45,397.75,492.21,12.81,72.28,3.41,0.00
6.60,198.32,"21,078.89",6.23,331.50,447.99,12.94,59.83,4.70,0.00
4.20,189.47,"31,292.13",7.11,,370.77,11.99,50.32,5.21,0.00
7.92,173.36,"13,454.63",6.95,356.77,471.37,16.48,68.00,3.37,0.00
6.33,166.74,"18,397.20",8.08,,436.99,12.91,67.65,3.94,0.00
,181.30,"23,433.90",7.73,,329.74,12.28,38.76,5.13,0.00
7.76,186.13,"25,926.08",8.01,,399.13,22.85,35.24,4.11,0.00
8.24,190.06,"20,015.40",8.39,356.09,377.68,17.74,37.71,4.94,0.00
5.68,188.19,"35,643.18",8.88,322.17,256.30,15.00,,2.34,0.00
7.42,193.77,"23,207.09",7.47,,496.11,15.74,73.19,4.67,0.00
4.78,196.27,"19,185.79",4.94,329.14,459.08,13.37,84.58,4.38,0.00
7.87,210.04,"14,310.62",6.61,,403.36,12.88,74.13,4.80,0.00
5.90,201.86,"25,394.10",7.69,313.65,434.72,18.01,59.97,4.59,0.00
7.71,178.92,"18,476.62",8.23,334.89,518.04,10.64,63.16,3.86,0.00
7.82,190.31,"20,229.11",9.19,335.64,379.22,14.98,73.43,3.10,0.00
6.14,168.44,"23,894.14",9.49,318.03,494.13,19.12,60.26,3.84,0.00
5.04,193.17,"17,342.31",7.84,322.11,444.45,17.47,66.54,4.54,0.00
8.68,200.74,"15,049.58",8.63,356.81,441.30,17.85,74.59,4.98,0.00
7.69,221.36,"30,253.85",6.27,320.48,529.75,17.97,84.70,4.98,0.00
8.57,200.07,"9,782.34",5.66,,511.16,11.86,66.05,4.60,0.00
5.67,184.78,"17,527.72",5.31,339.06,409.48,15.20,31.94,3.27,0.00
6.62,204.34,"21,443.26",5.98,312.32,413.00,11.97,62.52,2.84,0.00
6.54,195.57,"29,616.49",7.11,329.00,530.80,11.90,68.14,2.36,0.00
,169.19,"18,408.29",5.13,342.94,350.89,19.33,86.68,6.74,0.00
9.24,223.69,"21,610.58",4.12,,480.01,12.73,65.55,5.27,0.00
,162.63,"21,318.96",7.58,289.21,457.81,7.48,60.24,4.51,0.00
6.34,158.34,"15,288.21",7.60,342.45,334.94,9.24,38.10,5.46,0.00
5.98,181.26,"11,826.29",3.69,356.17,543.35,8.83,60.21,4.25,0.00
7.61,172.20,"10,930.06",8.43,,400.71,12.56,51.64,3.24,0.00
6.43,178.33,"25,993.71",7.29,329.70,566.75,11.97,60.74,6.03,0.00
,196.25,"17,909.37",3.67,,417.29,14.56,57.73,3.89,0.00
6.11,191.76,"26,853.95",9.06,312.20,375.55,15.51,73.79,4.88,0.00
5.84,168.30,"19,156.12",6.88,331.48,506.76,14.53,80.42,4.14,0.00
5.37,175.43,"29,009.01",6.48,,463.48,19.37,67.29,4.27,0.00
5.35,184.78,"22,274.37",9.73,319.03,492.14,11.89,87.30,2.95,0.00
5.39,212.59,"40,149.32",8.12,318.79,355.55,17.35,64.21,3.66,0.00
9.92,207.07,"16,544.28",7.04,363.04,278.75,17.05,44.30,4.12,0.00
,218.30,"42,061.32",6.33,324.54,503.14,15.71,48.50,4.33,0.00
7.12,204.16,"20,574.36",7.09,,353.93,16.49,57.02,3.77,0.00
9.42,173.64,"8,777.69",8.46,358.29,596.83,16.79,105.27,4.60,0.00
7.46,263.04,"31,085.08",1.68,,584.60,11.81,45.50,4.11,0.00
5.27,206.31,"42,210.89",8.85,,410.65,11.93,46.54,5.07,0.00
7.29,202.33,"21,891.68",7.63,339.83,379.27,7.65,64.02,4.24,0.00
7.80,223.69,"37,376.79",6.66,,343.76,16.70,74.78,2.91,0.00
6.84,197.46,"23,608.86",8.40,,526.43,10.88,62.04,2.88,0.00
5.61,152.95,"19,835.98",9.35,323.39,596.08,14.38,49.43,4.64,0.00
5.70,233.52,"41,411.60",5.90,310.16,509.77,22.69,73.75,3.40,0.00
5.41,226.59,"45,510.58",7.07,307.62,420.12,21.94,58.85,4.09,0.00
,208.18,"17,264.84",3.30,387.07,631.30,8.40,68.30,3.91,0.00
5.02,169.40,"29,072.04",10.71,297.01,467.22,15.91,23.79,4.29,0.00
4.55,197.08,"25,969.22",8.87,,461.84,12.85,69.34,3.93,0.00
,203.51,"21,417.59",6.07,319.52,348.53,12.61,68.64,4.61,0.00
7.03,202.81,"23,502.86",5.24,335.55,471.13,13.89,63.75,5.99,0.00
5.77,194.50,"16,173.73",6.34,318.79,387.13,12.04,52.51,4.24,0.00
8.44,183.11,"12,856.93",7.40,361.78,587.02,15.93,77.95,3.82,0.00
5.91,213.47,"41,839.46",7.92,312.33,357.26,15.60,54.42,4.30,0.00
6.90,187.42,"19,024.49",6.92,,428.79,12.58,44.38,5.37,0.00
10.25,217.74,"9,651.87",4.34,369.30,528.12,18.66,54.15,3.29,0.00
8.21,182.91,"18,949.98",6.66,347.13,332.86,18.33,66.69,4.23,0.00
7.29,208.44,"30,879.03",6.86,336.05,352.60,10.57,64.03,4.69,0.00
8.81,226.11,"18,140.59",4.93,320.80,350.12,14.34,64.33,3.88,0.00
6.64,198.88,"27,867.49",7.33,318.41,573.72,13.19,81.55,4.69,0.00
6.15,197.54,"39,657.27",9.90,288.16,319.43,11.59,120.03,4.60,0.00
5.91,177.89,"27,296.29",8.87,312.02,385.81,13.94,60.61,4.81,0.00
5.39,163.34,"19,646.23",9.09,314.24,491.75,15.50,48.69,3.58,0.00
5.01,160.50,"27,218.82",11.54,289.98,303.26,16.57,70.70,3.67,0.00
6.50,163.26,"15,000.19",7.64,334.10,517.43,17.53,37.77,4.96,0.00
9.61,200.84,"18,907.64",7.52,,370.90,11.36,64.37,4.41,0.00
8.74,179.41,"9,694.35",6.58,368.50,323.74,13.93,85.78,2.84,0.00
8.39,187.64,"10,603.10",7.84,352.84,376.24,13.37,58.95,2.83,0.00
,204.92,"12,556.75",5.79,359.95,610.77,16.01,52.44,3.26,0.00
3.84,186.92,"19,988.65",7.17,,483.33,13.42,74.38,3.64,0.00
4.30,148.74,"26,640.07",9.24,316.76,365.84,12.52,54.08,3.07,0.00
9.90,210.65,"13,189.52",4.95,,481.14,11.76,49.85,3.81,0.00
4.32,186.06,"30,565.58",9.81,276.83,282.69,13.45,,3.24,0.00
8.31,196.55,"11,310.96",5.31,364.41,607.92,8.46,76.69,4.29,0.00
,179.15,"4,784.97",5.70,378.40,517.50,14.39,68.69,2.38,0.00
3.41,207.40,"49,074.73",5.67,301.98,351.52,15.99,86.64,3.72,0.00
7.51,182.19,"17,100.89",5.95,357.27,499.10,20.73,60.67,3.34,0.00
6.98,191.86,"26,189.65",7.28,317.18,564.65,19.43,50.51,4.93,0.00
,164.38,"15,908.56",11.21,,360.81,17.24,60.18,4.38,0.00
7.46,237.58,"25,222.96",7.28,316.56,377.68,5.91,62.04,3.95,0.00
,190.05,"18,327.44",7.90,354.42,445.93,12.90,63.46,4.54,0.00
7.22,204.77,"15,658.09",3.84,,407.38,15.15,64.99,4.40,0.00
8.79,187.44,"7,850.64",6.36,,384.92,16.72,77.90,3.48,0.00
,198.23,"26,486.18",6.47,,472.69,11.03,63.73,4.15,0.00
,219.01,"29,433.42",9.38,302.77,426.43,17.31,70.06,5.78,0.00
9.05,169.51,"4,343.36",5.78,386.70,471.93,16.17,62.72,2.81,0.00
9.52,199.08,"9,082.82",5.98,367.23,501.45,12.88,55.77,3.81,0.00
6.15,213.18,"20,417.26",6.24,,435.38,23.51,81.30,4.09,0.00
7.49,210.35,"29,252.50",5.92,339.85,445.06,16.92,84.87,5.49,0.00
7.09,221.19,"29,091.21",5.13,,515.06,19.58,62.63,5.12,0.00
6.62,172.06,"14,877.29",7.08,338.44,405.82,15.66,58.56,4.33,0.00
6.03,200.42,"32,882.16",6.52,352.02,349.98,14.10,43.38,3.42,0.00
6.34,164.82,"14,973.30",10.71,316.14,337.22,19.41,64.38,3.84,0.00
,209.77,"27,382.77",7.43,323.96,301.20,13.97,62.74,4.10,0.00
7.46,217.70,"19,436.50",4.64,352.42,494.09,14.46,57.20,3.84,0.00
6.36,175.04,"25,833.85",8.24,333.95,302.19,10.56,70.11,3.68,0.00
9.01,228.92,"25,208.15",6.77,,380.15,15.52,,2.90,0.00
7.47,223.18,"18,261.69",5.21,,456.26,14.02,99.13,2.08,0.00
5.74,189.83,"15,825.44",8.11,313.06,425.02,14.90,81.37,2.72,0.00
7.79,174.89,"13,404.25",7.52,,491.43,13.83,75.06,4.90,0.00
7.14,180.90,"9,727.65",5.71,,399.95,15.95,67.70,3.27,0.00
8.81,157.23,"4,728.65",8.85,356.77,299.28,9.44,61.64,5.18,0.00
8.00,186.46,"15,007.27",7.70,355.73,561.61,10.15,67.00,3.14,0.00
7.16,214.01,"23,718.55",3.92,343.76,506.90,15.45,,5.18,0.00
6.43,202.94,"20,920.25",5.53,338.58,332.61,12.81,75.10,3.57,0.00
6.12,179.58,"27,951.61",8.08,303.65,467.17,13.84,69.02,3.63,0.00
8.46,228.73,"16,061.59",4.14,356.30,370.71,14.06,82.36,4.91,0.00
5.77,200.14,"27,840.69",7.13,318.64,414.02,15.55,62.52,3.08,0.00
,220.98,"11,562.44",6.03,359.19,406.47,14.15,59.37,4.59,0.00
6.76,192.14,"19,089.95",4.36,345.02,457.55,13.27,,4.91,0.00
7.90,174.69,"10,465.26",7.67,350.54,472.04,14.63,60.86,3.08,0.00
8.58,221.15,"24,897.29",6.22,341.81,389.29,15.95,36.08,3.92,0.00
5.60,229.30,"44,652.36",6.50,324.00,424.26,12.36,40.41,3.83,0.00
8.15,218.44,"31,350.28",5.51,334.64,376.67,14.89,52.42,4.31,0.00
6.67,222.49,"25,319.91",4.97,339.06,318.56,19.37,72.72,3.93,0.00
6.50,173.77,"23,734.85",9.01,330.16,593.56,13.99,63.69,4.36,0.00
9.74,209.76,"10,897.15",6.11,358.19,449.37,13.91,47.10,5.57,0.00
9.27,204.36,"14,333.54",9.07,328.30,431.48,11.93,90.90,5.26,0.00
,180.89,"17,705.61",6.22,350.20,447.94,10.46,32.07,4.00,0.00
10.06,175.88,"5,232.91",9.67,,477.98,16.47,62.60,3.82,0.00
6.48,177.29,"16,532.83",10.10,305.25,466.65,6.78,65.15,4.31,0.00
6.10,200.65,"16,932.58",6.54,,404.46,9.06,84.06,2.96,0.00
6.30,214.21,"21,022.84",7.26,331.82,434.05,15.87,64.85,1.68,0.00
5.28,185.71,"26,532.74",6.13,328.14,543.18,17.40,47.07,4.80,0.00
8.27,192.00,"11,889.22",8.38,345.99,405.34,17.40,85.44,3.08,0.00
6.04,246.69,"39,489.01",3.19,,357.99,13.24,78.40,4.21,0.00
6.24,171.10,"19,605.03",8.27,,512.89,17.22,53.61,3.47,0.00
8.21,192.18,"12,819.88",7.54,343.48,418.68,13.35,86.98,3.38,0.00
,205.64,"39,742.97",4.66,323.96,509.55,11.67,55.04,3.92,0.00
,233.02,"27,071.12",6.22,298.11,357.12,16.77,51.28,4.28,0.00
,220.55,"28,135.08",7.98,307.65,421.46,17.53,86.85,3.57,0.00
9.84,230.47,"16,103.36",5.60,,300.06,14.38,61.94,4.22,0.00
8.72,219.78,"30,681.12",7.27,340.92,481.85,9.15,50.18,2.89,0.00
7.01,220.56,"18,628.70",6.78,,398.00,14.81,77.76,3.12,0.00
6.49,172.86,"14,625.56",7.74,349.40,652.54,10.21,56.95,4.67,0.00
7.81,180.35,"17,516.70",7.49,352.28,370.01,14.29,80.88,2.90,0.00
9.65,205.21,"8,508.15",4.95,386.54,392.77,12.45,53.90,3.19,0.00
8.01,151.74,"8,864.69",11.25,,447.48,12.41,,5.25,0.00
,170.55,"17,561.27",8.32,349.29,374.46,10.99,73.70,3.72,0.00
,204.73,"33,798.11",6.58,,426.08,13.94,69.05,3.85,0.00
7.39,189.60,"29,122.70",8.42,321.57,458.04,17.20,56.77,4.82,0.00
5.50,204.68,"29,493.42",7.60,323.61,476.84,16.67,83.41,5.06,0.00
6.06,230.72,"44,868.46",6.44,,397.24,14.04,76.70,3.29,0.00
,222.82,"23,879.23",5.08,,382.76,15.86,66.27,4.24,0.00
6.27,185.71,"24,769.51",6.72,318.23,534.54,13.63,69.14,4.67,0.00
,190.93,"20,661.41",10.18,299.35,471.06,9.23,60.02,4.97,0.00
6.28,196.78,"29,213.62",8.53,334.48,574.54,11.10,,5.70,0.00
9.04,181.57,"8,273.59",6.70,,372.55,9.76,65.22,4.01,0.00
8.52,201.61,"24,207.30",7.22,,436.63,15.74,63.31,5.11,0.00
,183.46,"19,998.86",7.15,337.54,294.85,10.09,66.30,4.18,0.00
,193.40,"30,630.76",6.87,342.19,430.40,17.45,49.88,2.91,0.00
4.03,203.39,"42,327.17",8.55,279.68,503.73,13.76,46.38,4.18,0.00
6.41,204.36,"32,333.84",5.20,345.72,389.22,11.15,91.20,5.01,0.00
6.28,184.95,"28,653.47",6.52,335.26,470.43,11.20,,4.34,0.00
7.65,188.51,"22,510.98",8.62,,393.29,12.85,73.31,4.95,0.00
5.55,204.26,"39,997.78",7.03,319.20,431.97,15.40,41.95,3.95,0.00
,216.68,"17,870.32",6.61,338.42,438.13,15.44,83.27,2.60,0.00
7.47,240.35,"36,701.97",4.54,339.22,453.21,16.11,67.95,3.38,0.00
,179.15,"21,051.37",8.89,296.95,418.27,18.80,92.10,3.76,0.00
7.92,214.19,"23,823.49",7.29,341.17,411.42,19.59,25.06,4.03,0.00
,191.76,"10,830.80",6.36,,492.20,17.29,43.27,4.27,0.00
,181.37,"14,579.82",5.44,,308.79,9.55,60.21,4.16,0.00
5.43,201.78,"31,157.11",7.29,304.43,451.56,10.84,87.63,3.68,0.00
8.34,202.20,"21,295.75",5.62,,428.95,15.49,81.32,4.83,0.00
6.72,195.19,"19,966.74",7.74,354.21,411.80,17.32,67.98,2.44,0.00
6.10,211.45,"39,352.78",6.21,,488.14,11.79,46.93,4.59,0.00
6.58,156.22,"12,772.10",9.76,341.75,418.97,10.38,78.31,3.77,0.00
4.68,220.48,"38,748.41",4.65,306.45,442.53,10.94,,4.13,0.00
8.15,219.56,"13,699.68",3.80,,460.53,14.95,79.63,3.52,0.00
,226.55,"13,584.49",4.19,374.16,335.38,9.15,82.86,2.36,0.00
,220.84,"27,319.57",4.51,330.00,463.97,13.99,,5.67,0.00
5.67,194.13,"20,081.54",6.78,,403.99,18.28,,3.59,0.00
6.62,185.41,"16,360.57",9.47,320.85,458.92,12.49,40.96,3.55,0.00
8.27,188.16,"11,120.70",7.41,346.32,344.15,15.31,89.45,3.33,0.00
,241.90,"25,717.94",4.24,369.54,474.94,15.31,48.37,4.31,0.00
,221.62,"11,954.70",6.66,,391.24,12.96,,3.28,0.00
10.51,213.88,"16,786.93",6.62,,411.22,16.59,67.75,3.51,0.00
5.17,207.28,"44,612.75",7.29,300.25,552.91,12.72,52.24,2.95,0.00
6.96,193.75,"27,408.50",10.18,307.69,302.94,15.89,78.08,2.40,0.00
6.55,205.17,"13,584.90",3.78,,327.97,15.63,51.85,4.20,0.00
6.56,195.16,"15,405.50",2.75,,436.28,10.86,,3.79,0.00
9.04,221.32,"14,149.50",5.33,366.67,377.86,13.01,87.90,4.35,0.00
5.97,202.75,"19,952.31",7.87,311.19,412.04,18.63,73.17,5.01,0.00
6.27,191.85,"15,130.15",5.11,349.95,538.20,12.38,52.10,4.51,0.00
6.60,212.98,"23,564.58",6.61,325.35,430.33,14.35,33.40,4.46,0.00
7.14,153.24,"11,553.04",8.44,329.40,278.48,11.27,81.72,3.79,0.00
8.12,208.69,"23,985.86",7.51,346.42,436.29,9.61,67.38,2.93,0.00
7.67,210.00,"22,993.73",5.54,343.49,417.74,7.75,63.55,2.71,0.00
5.56,154.30,"20,503.43",9.64,313.47,355.21,18.47,75.14,4.54,0.00
7.54,192.23,"24,227.96",7.24,336.15,369.43,18.19,70.59,3.70,1.00
,218.57,"11,724.62",7.57,296.43,452.73,14.67,51.26,3.56,1.00
7.34,210.12,"12,810.42",8.87,309.66,412.71,12.39,73.51,3.92,1.00
10.02,210.13,"9,064.04",7.20,363.56,324.65,10.21,92.64,3.85,1.00
,188.74,"19,037.46",6.03,,388.07,15.15,78.50,2.72,1.00
7.85,233.98,"6,670.66",6.84,,545.31,16.54,67.48,3.89,1.00
,155.68,"52,060.23",2.58,365.08,323.00,14.17,48.25,2.00,1.00
6.33,197.48,"23,460.82",6.12,303.55,399.56,18.82,62.22,4.04,1.00
9.62,221.76,"12,538.97",9.09,,441.88,13.81,,2.95,1.00
